,name,model_unique_name,acc_OTI,distance_OTI,distance_P14,distance_OT3,distance_conc,distance_SL,synthetic_EC50_OTI,synthetic_EC50_P14,synthetic_EC50_OT3,synthetic_EC50_conc,synthetic_EC50_SL,composite_score_accuracy,composite_score_distance,composite_score_syntheticEC50
32,,,,,,,,,,,,,,,,
33,unique-sweep-38,run_af49a75bc3c8b94cd90b0b3efe42b565,0.29195904731750494,0.5918059987236756,0.6565958991108729,0.619646241313961,0.5473032489751668,0.6685920768054018,0.36803388060567493,0.09046941082869334,0.016096020214784627,0.5473032489751666,0.5718929682966719,1.147345470980415,1.0794970955167327,0.37933195678207476
34,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,
70,glad-sweep-78,run_2363e1f0001fa1de55f7725cdb8976b0,0.20899802446365362,0.6560306317804722,0.6357285429141741,0.7011370814908403,0.6704949690009148,0.6692883895131087,0.3876196553924668,0.0580168334659353,0.12343651295009529,0.6704949690009153,0.5367476393944192,1.2334618407634972,1.1515729143877766,0.4109154693379988
71,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,
73,clean-sweep-82,run_a91b10afb595170c18a1bc15696434d6,0.22622853517532354,0.6243267389917041,0.3062057702776292,0.4882501579279853,0.7678287088796287,0.7056654533945245,0.38256077043568965,0.020497466605250855,0.08669614655716752,0.7678287088796294,0.6941169488843167,0.9648173248055533,0.8496670333065972,0.39279652625939004
74,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,
79,pleasant-sweep-88,run_d09a6172294ebe3176b4fd03d8a28229,0.13752400875091556,0.7468538608806637,0.4765922700054462,0.8381554011370814,0.6491428668225091,0.7084981800917868,0.36817311597145597,0.017608140362631673,0.07279848389134559,0.6491428668225082,0.5326264704330845,1.2936419534652148,1.2196045907574142,0.3757141322708527
80,,,,,,,,,,,,,,,,
81,zesty-sweep-90,run_dfaf73cfd2523af85bb3a3965bd3545a,0.20070195198059088,0.6876324186343331,0.8182725458174585,0.8226784586228688,0.6829284818917912,0.6929049955161682,0.3785693566165808,0.09846740086261119,0.10832596336070911,0.6829284818917907,0.5517486944136728,1.4089879967864603,1.3487802447684303,0.4058880401536313
82,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,
95,winter-sweep-104,run_937b976e3d3bff473d331f46f2531ebe,0.1107209920883179,0.7176515634971287,0.9211576846307422,0.7315224257738474,0.6596622285462616,0.7307327108719734,0.3856239484829142,0.13343243582764647,0.2845988629185083,0.6596622285462611,0.6097285962968826,1.4746096748891584,1.3779260887123799,0.49750030889333136
96,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,
114,ancient-sweep-123,run_9faf1a1881792ffa6d850fc9e54f8134,0.17836630344390872,0.6974345883854499,0.6319179822173862,0.7139608338597604,0.6884676627028492,0.6785725589492008,0.3664094680048743,0.06450734893848732,0.08073278584965406,0.6884676627028493,0.5654705385873287,1.258627164752074,1.1813024225877975,0.38070313765680064
115,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,
134,easy-sweep-145,run_2a71eb3d6f1b560df8b348ef267edd85,0.19814938306808477,0.6952393107849394,0.7101252041371826,0.7490208464939991,0.6826066334654606,0.6820435722951944,0.3359169228984176,0.07954022025878404,0.08361339229311739,0.6826066334654615,0.5717479031492331,1.3070097344348877,1.2444547935920292,0.35518730987905534
135,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,
146,smart-sweep-158,run_d970ea3757ffcd0c461c0f9b9d42240c,0.23005753755569464,0.6544479897894068,0.5422790782072247,0.6181301326595069,0.6151031608903345,0.6723426702537322,0.414213610257007,0.0322641430425863,0.019380922299431783,0.6151031608903347,0.5937912116896125,1.1264825143062531,1.050929888671139,0.41592007645411005
147,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,
153,rich-sweep-165,run_991080440297268b6d627a1e84532225,0.20708352327346807,0.6643012125079769,0.4388495735801156,0.6165508528111181,0.6629908188501542,0.6677902621722845,0.39188953994314635,0.015933168627779718,0.08937460518004005,0.6629908188501553,0.5742931370997522,1.096102386366339,1.0069856023167036,0.40226744515366913
154,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,
160,worldly-sweep-172,run_c0633a94877064eb60619bab0a506a89,0.2511167526245118,0.6202935545628591,0.935855561604067,0.5205306380290587,0.608996510485483,0.6921348314606742,0.4035853106689098,0.13406055022821595,0.08108654453569188,0.608996510485482,0.6184786622355858,1.3067531884452623,1.2375547952088544,0.4329299733443634
161,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,,
168,fearless-sweep-180,run_ca3a8338f6adc6f4dc01888c1d56e66b,0.20708352327346807,0.6675175494575621,0.6444383959354041,0.4742893240682251,0.7122929159467426,0.6756659809041515,0.37402100133434085,0.07342657342657379,0.09902716361339343,0.7122929159467435,0.5947539167589809,1.1264846861565885,1.0420320954340705,0.39381410621970464
169,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,
173,vocal-sweep-185,run_317becb9dd7b6096d427c90bcd4ff045,0.16815572977066043,0.6682833439693684,0.580566140446382,0.5827542640555912,0.7039248568621473,0.6781241757662078,0.41732320009282564,0.06019429672124322,0.09432722678458651,0.7039248568621459,0.5656090098644301,1.1698822443396448,1.0598406500671047,0.4320643845613203
174,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,
177,deep-sweep-189,run_c267af9d0f35f222c1ac9b6fea96b69a,0.24026811122894293,0.5919081046585833,0.3103792415169678,0.2975994946304484,0.7181454754887014,0.6849554254365143,0.3780588269420432,0.009400778861856812,0.029791535060013256,0.7181454754887018,0.6591958115735606,0.8729795390411991,0.7316118760172383,0.37934731689209994
178,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,
181,ethereal-sweep-194,run_baa94bad32084fd605c76549a52fdea1,0.2306956052780152,0.634282067645182,0.9855743059335896,0.5168667087807961,0.5502761120710099,0.6781452761512897,0.4344027382955265,0.1550814455006077,0.0871509791535068,0.5502761120710106,0.5765680223664078,1.3528995376231483,1.2809456071584837,0.46941589975694753
182,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,
187,helpful-sweep-200,run_47fa8273f4092fbff271c33f60b9806b,0.330248773097992,0.5682195277600509,0.8023044819452025,0.3103600758054332,0.6013399058169869,0.6657013240491639,0.49343853338748284,0.0993048867300363,0.024333543903981184,0.6013399058169866,0.5896304795062506,1.0902213373164455,1.0309652225614447,0.5039198032613745
188,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,
246,sleek-sweep-59,run_a4510b8ff412c3f5422689bd34d862d0,0.5172303318977357,0.41766432673899156,0.9719651605879182,0.5504106127605819,0.5584324287698615,0.70717940602416,0.29363578348900576,0.1573007830492877,0.15542640555906742,0.5584324287698593,0.5829508888537215,1.2168544154810579,1.1925232097810559,0.3675906381263444
247,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,
332,robust-sweep-145,run_e8b1fea66e64b1cd052f193f7a252ff6,0.5242502689361573,0.405360561582642,0.9492832516784646,0.6794061907770056,0.5462784158281668,0.730062773645619,0.23938040262226615,0.15767765168962844,0.19317751105496175,0.5462784158281666,0.6106715197552355,1.2605829090506815,1.2357380988178501,0.3456627977948219
333,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,
346,genial-sweep-159,run_f09389514e619a168b5c99cd1092a977,0.11646449565887454,0.7482833439693682,0.8502086735619703,0.5825015792798484,0.8102449435918284,0.7496122804241176,0.4553344549515568,0.11839956450734888,0.18367656348705066,0.8102449435918283,0.6667457931107245,1.3574969119282922,1.2736133013303144,0.5050594051356471
347,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,
422,young-sweep-235,run_7d98d6678a28f104ff519fdc18f35edc,0.20899802446365362,0.6772176132737714,0.9131736526946135,0.7581174984207203,0.7052969475217673,0.7103444637864641,0.35137204850031856,0.11333277500942196,0.12353758686039319,0.7052969475217675,0.5628659598037665,1.4262932330659486,1.3664742797124052,0.3893175692489817
423,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,
432,autumn-sweep-245,run_e85b3f770de43387858598c91e93757d,0.21601796150207525,0.7068793873643907,0.6021593177281829,0.7476310802274168,0.7156299759460649,0.7129398111515536,0.34937634159076336,0.04960010049830429,0.11413771320277945,0.7156299759460651,0.5806957851980797,1.2394256382438789,1.192152064264262,0.3708792466665499
433,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,,,
510,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,
514,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,
540,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,
